,id,place_name,category_name,category_group_code,category_group_name,phone,address_name,road_address_name,x,y,place_url,distance,가게 이름,별점,리뷰 수,태그들,연번,업소명,소재지,지정등급,지정번호,지정일자
4143,25414509,둘리스넥,음식점 > 분식,FD6,음식점,02-3492-5804,서울 도봉구 쌍문동 304,서울 도봉구 노해로41길 37,127.0255189,37.64987479,http://place.map.kakao.com/25414509,318,둘리스넥,5,1,#제로페이,,,,,,
2962,49787562,창2동도서관라면,음식점 > 분식,FD6,음식점,,서울 도봉구 창동 607-46,서울 도봉구 덕릉로63가길 17,127.03939,37.64349471,http://place.map.kakao.com/49787562,803,창2동도서관라면,0,0,#제로페이,,,,,,
42,75792570,꽈백최선생 본점,음식점 > 분식,FD6,음식점,02-907-4377,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.0496678,37.65341696,http://place.map.kakao.com/75792570,205,꽈백최선생 본점,4.6,8,#제로페이,,,,,,
5147,83455433,장성진수제왕만두,음식점 > 분식,FD6,음식점,,서울 도봉구 방학동 652,서울 도봉구 도봉로153길 19,127.0423373,37.66987174,http://place.map.kakao.com/83455433,83,장성진수제왕만두,5,4,#제로페이,,,,,,
4041,93381762,분식명가 쌍문동 꼬마김밥,음식점 > 분식,FD6,음식점,02-907-7707,서울 도봉구 쌍문동 120-11,서울 도봉구 도봉로113길 38,127.032102,37.64856135,http://place.map.kakao.com/93381762,126,분식명가 쌍문동 꼬마김밥,0,0,#제로페이,,,,,,
4112,153998114,삼 형제김밥 창동점,음식점 > 분식,FD6,음식점,010-2151-7032,서울 도봉구 창동 286-24,서울 도봉구 해등로16길 56,127.0429692,37.65506118,http://place.map.kakao.com/153998114,318,삼 형제김밥 창동점,5,2,#제로페이,,,,,,
3995,271454469,김밥나라 쌍문점,음식점 > 분식,FD6,음식점,02-990-8417,서울 도봉구 쌍문동 88-50,서울 도봉구 도봉로 497,127.0351157,37.64999035,http://place.map.kakao.com/271454469,190,김밥나라 쌍문점,4.2,5,#제로페이,,,,,,
4846,323730839,오대박만두,음식점 > 분식,FD6,음식점,02-938-3698,서울 도봉구 방학동 633-15,서울 도봉구 도당로13가길 17,127.0362068,37.665941,http://place.map.kakao.com/323730839,77,오대박만두,0,0,#제로페이,,,,,,
4784,385530689,또와분식,음식점 > 분식,FD6,음식점,0507-1393-3632,서울 도봉구 방학동 602-11,서울 도봉구 시루봉로17길 6,127.034297,37.66841747,http://place.map.kakao.com/385530689,413,또와분식,0,0,"#분식, #음식, #제로페이",,,,,,
3852,504948589,별난만두카페 쌍문점,음식점 > 분식,FD6,음식점,02-906-2681,서울 도봉구 쌍문동 88-116,서울 도봉구 도봉로 473,127.0339952,37.64800041,http://place.map.kakao.com/504948589,54,별난만두카페 쌍문점,5,4,#제로페이,,,,,,
4906,516925731,옥이네만두,음식점 > 분식,FD6,음식점,,서울 도봉구 방학동 660,서울 도봉구 도당로 95,127.037339,37.66596318,http://place.map.kakao.com/516925731,152,옥이네만두,4.3,7,"#코스요리, #제로페이",,,,,,
3240,682374908,박리김밥,음식점 > 분식,FD6,음식점,02-907-7002,서울 도봉구 창동 581-27,서울 도봉구 덕릉로57길 22,127.0374312,37.63961931,http://place.map.kakao.com/682374908,152,박리김밥,2.9,8,#제로페이,,,,,,
3241,682374908,박리김밥,음식점 > 분식,FD6,음식점,02-907-7002,서울 도봉구 창동 581-27,서울 도봉구 덕릉로57길 22,127.0374312,37.63961931,http://place.map.kakao.com/682374908,152,박리김밥,4.3,4,#제로페이,,,,,,
3374,776980763,점순이하우스,음식점 > 분식,FD6,음식점,,서울 도봉구 창동 135-15,서울 도봉구 노해로63길 84-3,127.0468581,37.65268381,http://place.map.kakao.com/776980763,92,점순이하우스,1.7,27,"#노포, #제로페이",,,,,,
111,797916151,백남옥달인손만두,음식점 > 분식,FD6,음식점,02-954-7002,서울 도봉구 방학동 715-19,서울 도봉구 도봉로150길 34,127.0450621,37.66593795,http://place.map.kakao.com/797916151,434,백남옥달인손만두,4.8,10,"#카카오페이, #제로페이",,,,,,
39,1016368898,창고을만두,음식점 > 분식,FD6,음식점,02-903-0189,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.0496849,37.65344218,http://place.map.kakao.com/1016368898,202,창고을만두,2.6,8,#제로페이,,,,,,
3244,1155187177,맛나당,음식점 > 분식,FD6,음식점,02-992-9255,서울 도봉구 창동 581-76,서울 도봉구 덕릉로 239,127.0382502,37.6392037,http://place.map.kakao.com/1155187177,167,맛나당,0,0,#제로페이,,,,,,
4034,1221973126,웰빙꼬마김밥,음식점 > 분식,FD6,음식점,02-994-4330,서울 도봉구 쌍문동 96-20,서울 도봉구 도봉로113길 11,127.0333879,37.6480204,http://place.map.kakao.com/1221973126,87,웰빙꼬마김밥,5,3,#제로페이,,,,,,
3275,1250328480,청춘꼬마김밥 창동점,음식점 > 분식,FD6,음식점,02-903-6234,서울 도봉구 창동 578-158,서울 도봉구 덕릉로 227,127.0376403,37.63848671,http://place.map.kakao.com/1250328480,73,청춘꼬마김밥 창동점,5,2,"#카카오페이, #제로페이",,,,,,
2413,1272929952,라면창고,음식점 > 분식,FD6,음식점,,서울 도봉구 창동 27-3,서울 도봉구 노해로70길 46,127.051378,37.65028171,http://place.map.kakao.com/1272929952,353,라면창고,0,0,"#카카오페이, #제로페이",,,,,,
4502,1295119842,민들레김밥 쌍문홀씨점,음식점 > 분식,FD6,음식점,02-992-7277,서울 도봉구 쌍문동 554,서울 도봉구 방학로3길 95,127.0393482,37.65876188,http://place.map.kakao.com/1295119842,119,민들레김밥 쌍문홀씨점,4.9,9,#제로페이,,,,,,
2948,1327705301,영수네만두 창동직영점,음식점 > 분식,FD6,음식점,010-4444-6583,서울 도봉구 창동 75-13,서울 도봉구 노해로65길 10,127.0466106,37.6518451,http://place.map.kakao.com/1327705301,406,영수네만두 창동직영점,5,1,#제로페이,,,,,,
91,1367087795,김종구부산어묵 방학역점,음식점 > 분식,FD6,음식점,,서울 도봉구 방학동 716-5,서울 도봉구 도봉로150길 43,127.0458182,37.66620165,http://place.map.kakao.com/1367087795,515,김종구부산어묵 방학역점,3.2,6,#제로페이,,,,,,
3258,1406368132,신창유부김밥,음식점 > 분식,FD6,음식점,02-900-8303,서울 도봉구 창동 585-141,서울 도봉구 덕릉로57길 35,127.0366462,37.63991418,http://place.map.kakao.com/1406368132,98,신창유부김밥,5,4,#제로페이,,,,,,
4836,1416251548,못난이만두,음식점 > 분식,FD6,음식점,010-9921-9910,서울 도봉구 방학동 661-35,서울 도봉구 도당로13가길 12,127.0361114,37.66567795,http://place.map.kakao.com/1416251548,91,못난이만두,5,1,#제로페이,,,,,,
53,1450938631,정이가김밥,음식점 > 분식,FD6,음식점,02-908-5878,서울 도봉구 창동 743-28,서울 도봉구 마들로 550,127.0495637,37.66045097,http://place.map.kakao.com/1450938631,336,정이가김밥,4.8,4,"#혼밥, #카카오페이, #제로페이",,,,,,
4393,1453608523,시소,음식점 > 분식,FD6,음식점,,서울 도봉구 쌍문동 47-2,서울 도봉구 방학로7길 99,127.0364013,37.65815376,http://place.map.kakao.com/1453608523,213,시소,4.8,4,#제로페이,,,,,,
4766,1494377751,탕수육튀김나라,음식점 > 분식,FD6,음식점,02-954-7007,서울 도봉구 방학동 619-16,서울 도봉구 도당로13길 61,127.0335675,37.6669626,http://place.map.kakao.com/1494377751,188,탕수육튀김나라,5,3,"#안심식당, #제로페이",,,,,,
3076,1504827404,오공김밥,음식점 > 분식,FD6,음식점,,서울 도봉구 창동 74-16,서울 도봉구 노해로65길 18,127.0464737,37.65218032,http://place.map.kakao.com/1504827404,248,오공김밥,4.3,3,"#카카오페이, #제로페이",,,,,,
2915,1673663014,행복김밥,음식점 > 분식,FD6,음식점,010-5522-4455,서울 도봉구 창동 484-5,서울 도봉구 우이천로4길 38,127.0415217,37.63398589,http://place.map.kakao.com/1673663014,800,행복김밥,4.7,7,#제로페이,,,,,,
4544,1690759295,명가김밥 본점,음식점 > 분식,FD6,음식점,02-991-1490,서울 도봉구 창동 750-2,서울 도봉구 도봉로136가길 4,127.0415241,37.6587314,http://place.map.kakao.com/1690759295,192,명가김밥 본점,2.5,8,#제로페이,,,,,,
2794,1694525501,박보영김밥,음식점 > 분식,FD6,음식점,02-996-1988,서울 도봉구 창동 3-4,서울 도봉구 마들로11길 71,127.0494083,37.65330625,http://place.map.kakao.com/1694525501,74,박보영김밥,4.2,10,#제로페이,,,,,,
3909,1763554314,나드리김밥 한일병원점,음식점 > 분식,FD6,음식점,02-903-0300,서울 도봉구 쌍문동 388-1,서울 도봉구 우이천로 308,127.0290745,37.64640968,http://place.map.kakao.com/1763554314,145,나드리김밥 한일병원점,3.5,2,#제로페이,,,,,,
2452,1864891630,초이김밥,음식점 > 분식,FD6,음식점,02-907-5151,서울 도봉구 창동 33-3,서울 도봉구 노해로70길 81,127.0525441,37.64883602,http://place.map.kakao.com/1864891630,363,초이김밥,4.8,5,"#이동약자접근, #제로페이",,,,,,
4062,1899530568,더탑김밥떡볶이 우이점,음식점 > 분식,FD6,음식점,02-998-1110,서울 도봉구 쌍문동 372,서울 도봉구 우이천로 347,127.0252291,37.64739534,http://place.map.kakao.com/1899530568,288,더탑김밥떡볶이 우이점,3.4,7,#제로페이,,,,,,
4952,1923322761,김밥플러스,음식점 > 분식,FD6,음식점,02-3492-4895,서울 도봉구 방학동 683,서울 도봉구 도봉로145나길 11,127.041836,37.66521565,http://place.map.kakao.com/1923322761,97,김밥플러스,5,9,#제로페이,,,,,,
4354,2026886178,우럼마왕만두 쌍문점,음식점 > 분식,FD6,음식점,02-998-8530,서울 도봉구 쌍문동 20-5,서울 도봉구 해등로 198,127.0347626,37.65826778,http://place.map.kakao.com/2026886178,374,우럼마왕만두 쌍문점,5,2,#제로페이,,,,,,
4015,2065853556,예쁜손김밥,음식점 > 분식,FD6,음식점,,서울 도봉구 쌍문동 88-81,서울 도봉구 도봉로115길 11,127.0337451,37.64861315,http://place.map.kakao.com/2065853556,111,예쁜손김밥,5,3,#제로페이,,,,,,
4600,2074960103,쌍문동김밥,음식점 > 분식,FD6,음식점,,서울 도봉구 쌍문동 713,서울 도봉구 도봉로137길 31,127.0397731,37.66071056,http://place.map.kakao.com/2074960103,211,쌍문동김밥,0,0,#제로페이,,,,,,
2856,26455748,고봉민김밥인 서울도봉창동역점,음식점 > 분식 > 고봉민김밥인,FD6,음식점,02-906-8088,서울 도봉구 창동 338,서울 도봉구 노해로 341,127.0461366,37.6514056,http://place.map.kakao.com/26455748,624,고봉민김밥인 서울도봉창동역점,3.3,4,"#혼밥, #제로페이",,,,,,
4305,16847303,김가네 방학점,음식점 > 분식 > 김가네,FD6,음식점,02-999-0302,서울 도봉구 쌍문동 256,서울 도봉구 해등로 255,127.0280419,37.65752536,http://place.map.kakao.com/16847303,391,김가네 방학점,4.8,9,"#혼밥, #제로페이",,,,,,
98,17536106,김가네 방학역점,음식점 > 분식 > 김가네,FD6,음식점,02-955-2080,서울 도봉구 방학동 716-5,서울 도봉구 도봉로150길 43,127.0458897,37.66634217,http://place.map.kakao.com/17536106,440,김가네 방학역점,3.4,7,"#혼밥, #제로페이",,,,,,
4727,13314274,핫떡 방학점,음식점 > 분식 > 떡볶이,FD6,음식점,,서울 도봉구 방학동 662-25,서울 도봉구 방학로10길 74,127.0351171,37.66494755,http://place.map.kakao.com/13314274,129,핫떡 방학점,4.8,4,#제로페이,,,,,,
2418,15404220,2009미스터떡볶이,음식점 > 분식 > 떡볶이,FD6,음식점,02-999-9743,서울 도봉구 창동 27-3,서울 도봉구 노해로70길 46,127.051378,37.65028081,http://place.map.kakao.com/15404220,353,2009미스터떡볶이,4.5,4,#제로페이,,,,,,
3023,16736794,불볶이와튀김범벅 창동직영점,음식점 > 분식 > 떡볶이,FD6,음식점,02-992-1777,서울 도봉구 창동 3-3,서울 도봉구 마들로11길 73,127.0490206,37.65321992,http://place.map.kakao.com/16736794,37,불볶이와튀김범벅 창동직영점,1.4,5,"#혼밥, #제로페이",,,,,,
3994,42023519,마녀들의떡볶이,음식점 > 분식 > 떡볶이,FD6,음식점,02-999-8669,서울 도봉구 쌍문동 85-4,서울 도봉구 노해로 245,127.0354155,37.65142372,http://place.map.kakao.com/42023519,295,마녀들의떡볶이,5,1,#제로페이,,,,,,
4256,635834281,원킹떡볶이,음식점 > 분식 > 떡볶이,FD6,음식점,02-991-8935,서울 도봉구 쌍문동 261,서울 도봉구 시루봉로 64,127.0281004,37.65648381,http://place.map.kakao.com/635834281,450,원킹떡볶이,2.4,7,#제로페이,,,,,,
4243,711635292,일행떡볶이닭강정 쌍문점,음식점 > 분식 > 떡볶이,FD6,음식점,,서울 도봉구 쌍문동 727,서울 도봉구 시루봉로 57,127.0277648,37.65597393,http://place.map.kakao.com/711635292,406,일행떡볶이닭강정 쌍문점,3.7,3,#제로페이,,,,,,
3330,1315836753,구르미,음식점 > 분식 > 떡볶이,FD6,음식점,010-7644-9591,서울 도봉구 창동 635-42,서울 도봉구 우이천로20길 7,127.0337642,37.64085567,http://place.map.kakao.com/1315836753,200,구르미,5,1,#제로페이,,,,,,
4723,1907277912,아치떡,음식점 > 분식 > 떡볶이,FD6,음식점,02-956-9290,서울 도봉구 방학동 695,서울 도봉구 방학로6길 37,127.0363635,37.66438496,http://place.map.kakao.com/1907277912,128,아치떡,3.5,2,"#이동약자접근, #제로페이",,,,,,
4454,2005923211,은사즉석떡볶이 쌍문점,음식점 > 분식 > 떡볶이,FD6,음식점,02-995-4880,서울 도봉구 쌍문동 21-15,서울 도봉구 도봉로133길 42,127.0373679,37.65798948,http://place.map.kakao.com/2005923211,88,은사즉석떡볶이 쌍문점,5,4,#제로페이,,,,,,
4290,26645264,동대문엽기떡볶이 쌍문점,음식점 > 분식 > 떡볶이 > 동대문엽기떡볶이,FD6,음식점,02-995-8591,서울 도봉구 쌍문동 257-2,서울 도봉구 시루봉로 70,127.0282196,37.65694418,http://place.map.kakao.com/26645264,382,동대문엽기떡볶이 쌍문점,4,12,#제로페이,,,,,,
5023,1553051994,두끼떡볶이 홈플러스방학점,음식점 > 분식 > 떡볶이 > 두끼떡볶이,FD6,음식점,070-8836-7835,서울 도봉구 방학동 707-7,서울 도봉구 도봉로 678,127.0436719,37.66485099,http://place.map.kakao.com/1553051994,349,두끼떡볶이 홈플러스방학점,2.7,16,"#떡볶이뷔페, #제로페이",,,,,,
4570,1028625167,배떡 쌍문점,음식점 > 분식 > 떡볶이 > 배떡,FD6,음식점,02-2039-8968,서울 도봉구 쌍문동 8-4,서울 도봉구 방학로5길 40,127.037732,37.66090584,http://place.map.kakao.com/1028625167,157,배떡 쌍문점,5,3,#제로페이,,,,,,
3963,1642711063,신전떡볶이 창동점,음식점 > 분식 > 떡볶이 > 신전떡볶이,FD6,음식점,02-997-3966,서울 도봉구 창동 258-11,서울 도봉구 노해로63가길 23,127.044981,37.65370446,http://place.map.kakao.com/1642711063,131,신전떡볶이 창동점,5,2,#제로페이,,,,,,
5292,169222663,우리할매떡볶이 방학점,음식점 > 분식 > 떡볶이 > 우리할매떡볶이,FD6,음식점,02-954-8883,서울 도봉구 방학동 719-9,서울 도봉구 도봉로152길 32,127.0455651,37.66932274,http://place.map.kakao.com/169222663,59,우리할매떡볶이 방학점,3.9,10,#제로페이,,,,,,
153,1770964320,을찌로국물떡볶이 도봉구청점,음식점 > 분식 > 떡볶이 > 을찌로국물떡볶이,FD6,음식점,02-6012-7252,서울 도봉구 도봉동 636-1,서울 도봉구 마들로 670,127.046495,37.66997109,http://place.map.kakao.com/1770964320,352,을찌로국물떡볶이 도봉구청점,4.5,2,#제로페이,,,,,,
3887,155556084,응급실국물떡볶이 서울쌍문역점,음식점 > 분식 > 떡볶이 > 응급실국물떡볶이,FD6,음식점,02-995-8285,서울 도봉구 쌍문동 103-52,서울 도봉구 도봉로109길 19,127.0322111,37.64675485,http://place.map.kakao.com/155556084,80,응급실국물떡볶이 서울쌍문역점,5,3,#제로페이,,,,,,
3170,534173736,죠스떡볶이 신창시장점,음식점 > 분식 > 떡볶이 > 죠스떡볶이,FD6,음식점,070-7543-3017,서울 도봉구 창동 569-124,서울 도봉구 덕릉로 244,127.0389867,37.63925932,http://place.map.kakao.com/534173736,128,죠스떡볶이 신창시장점,5,1,"#혼밥, #제로페이",,,,,,
109,1472058092,얌샘김밥 방학역점,음식점 > 분식 > 얌샘김밥,FD6,음식점,02-955-3378,서울 도봉구 방학동 716-5,서울 도봉구 도봉로150길 43,127.0453593,37.66631355,http://place.map.kakao.com/1472058092,421,얌샘김밥 방학역점,2.4,8,"#혼밥, #제로페이",,,,,,
3219,8081107,종로김밥 창동역점,음식점 > 분식 > 종로김밥,FD6,음식점,02-996-3552,서울 도봉구 창동 74-5,서울 도봉구 노해로63길 78,127.0463186,37.65244076,http://place.map.kakao.com/8081107,210,종로김밥 창동역점,2.8,6,"#혼밥, #제로페이",,,,,,
4252,16736320,종로김밥 쌍문점,음식점 > 분식 > 종로김밥,FD6,음식점,02-900-5930,서울 도봉구 쌍문동 262-10,서울 도봉구 시루봉로 59,127.0277694,37.65616674,http://place.map.kakao.com/16736320,426,종로김밥 쌍문점,4,3,"#혼밥, #제로페이",,,,,,
4054,381889901,꽃동네한식뷔페,음식점 > 뷔페 > 한식뷔페,FD6,음식점,070-4090-4980,서울 도봉구 쌍문동 372-11,서울 도봉구 노해로 137,127.0253707,37.64726827,http://place.map.kakao.com/381889901,274,꽃동네한식뷔페,1,1,"#아침식사, #점심식사, #한식뷔페, #제로페이",,,,,,
4498,497735176,함께밥상 한식뷔페 쌍문점,음식점 > 뷔페 > 한식뷔페,FD6,음식점,02-991-2233,서울 도봉구 쌍문동 38,서울 도봉구 방학로3길 114,127.0384413,37.65835854,http://place.map.kakao.com/497735176,50,함께밥상 한식뷔페 쌍문점,3.9,7,"#안심식당, #출장뷔페, #한식뷔페, #혼밥, #제로페이",,,,,,
228,2129723292,명품수라상,음식점 > 뷔페 > 한식뷔페,FD6,음식점,,서울 도봉구 도봉동 625-21,서울 도봉구 마들로 721,127.0468935,37.67465873,http://place.map.kakao.com/2129723292,283,명품수라상,0,0,"#한식뷔페, #혼밥, #제로페이",,,,,,
4197,360299843,선한포케,음식점 > 샐러드,FD6,음식점,070-7765-2021,서울 도봉구 쌍문동 81-139,서울 도봉구 도봉로121길 33,127.0345491,37.65234569,http://place.map.kakao.com/360299843,290,선한포케,5,1,"#도봉구맛집, #샐러드맛집, #쌍문맛집, #연어포케, #포케맛집, #제로페이",,,,,,
3151,916004714,더샐러드,음식점 > 샐러드,FD6,음식점,02-900-1116,서울 도봉구 창동 676-26,서울 도봉구 도봉로110길 75,127.0377644,37.64645497,http://place.map.kakao.com/916004714,564,더샐러드,5,2,"#건강식, #제로페이",,,,,,
4489,957552723,레인보우샐러드,음식점 > 샐러드,FD6,음식점,02-2088-8863,서울 도봉구 쌍문동 591-1,서울 도봉구 도봉로 593,127.0398962,37.65786432,http://place.map.kakao.com/957552723,133,레인보우샐러드,5,4,"#건강식, #제로페이",,,,,,
4673,1199942177,샐러드짐,음식점 > 샐러드,FD6,음식점,,서울 도봉구 방학동 616-7,서울 도봉구 시루봉로 205,127.0330996,37.66744836,http://place.map.kakao.com/1199942177,466,샐러드짐,0,0,"#건강식, #제로페이",,,,,,
5122,1274883004,리본레시피,음식점 > 샐러드,FD6,음식점,,서울 도봉구 방학동 707,서울 도봉구 도봉로150길 8,127.0434945,37.66576465,http://place.map.kakao.com/1274883004,203,리본레시피,4.3,28,"#건강식, #제로페이",,,,,,
4882,2018285260,샐러두,음식점 > 샐러드,FD6,음식점,010-8001-7917,서울 도봉구 방학동 681-6,서울 도봉구 도봉로145길 21,127.0413324,37.66453469,http://place.map.kakao.com/2018285260,155,샐러두,5,7,#제로페이,,,,,,
120,44790312,샐러디 방학역점,음식점 > 샐러드 > 샐러디,FD6,음식점,02-6953-6704,서울 도봉구 방학동 716-1,서울 도봉구 도봉로150길 31,127.0450226,37.66617403,http://place.map.kakao.com/44790312,424,샐러디 방학역점,3.3,7,"#건강식, #디톡스음료, #혼밥, #카카오페이, #제로페이",,,,,,
37,292721938,샐러디 창동역점,음식점 > 샐러드 > 샐러디,FD6,음식점,02-900-0878,서울 도봉구 창동 14,서울 도봉구 노해로69길 26,127.0509384,37.65368041,http://place.map.kakao.com/292721938,200,샐러디 창동역점,3.3,8,"#건강식, #혼밥, #카카오페이, #제로페이",,,,,,
3850,9418810,채랑,음식점 > 샤브샤브,FD6,음식점,02-900-4001,서울 도봉구 쌍문동 96-27,서울 도봉구 도봉로 465,127.033663,37.64742207,http://place.map.kakao.com/9418810,53,채랑,4.2,22,"#단체, #모임, #샤브, #소고기, #전통, #가족행사, #점심식사, #점심특선, #친목모임, #제로페이",,,,,,
4479,20554434,호아퐁 방학점,음식점 > 샤브샤브,FD6,음식점,02-955-3492,서울 도봉구 방학동 580-1,서울 도봉구 방학로 278-8,127.021892,37.66286047,http://place.map.kakao.com/20554434,414,호아퐁 방학점,3,4,"#가족모임, #가족행사, #건강식, #제로페이",,,,,,
5037,129877713,삼청동샤브 방학역 모비우스스퀘어점,음식점 > 샤브샤브,FD6,음식점,,서울 도봉구 방학동 707-6,서울 도봉구 도봉로 684,127.0435906,37.66534836,http://place.map.kakao.com/129877713,181,삼청동샤브 방학역 모비우스스퀘어점,3,36,"#혼밥, #제로페이",,,,,,
4320,264578784,등촌샤브칼국수 창동역점,음식점 > 샤브샤브,FD6,음식점,02-994-4949,서울 도봉구 창동 219-5,서울 도봉구 도봉로136가길 69,127.042461,37.65608669,http://place.map.kakao.com/264578784,162,등촌샤브칼국수 창동역점,3.8,16,"#카카오페이, #제로페이",,,,,,
3123,16647093,등촌샤브칼국수 창동점,음식점 > 샤브샤브 > 등촌샤브칼국수,FD6,음식점,02-990-9975,서울 도봉구 창동 557-79,서울 도봉구 덕릉로54길 23,127.0385302,37.63725748,http://place.map.kakao.com/16647093,207,등촌샤브칼국수 창동점,4.5,11,#제로페이,,,,,,
3976,17773252,채선당 쌍문점,음식점 > 샤브샤브 > 채선당,FD6,음식점,02-900-4774,서울 도봉구 쌍문동 701,서울 도봉구 도봉로 533,127.0369972,37.65306483,http://place.map.kakao.com/17773252,408,채선당 쌍문점,3.9,11,"#가족모임, #제로페이",,,,,,
3179,14752470,키다리아찌,음식점 > 술집,FD6,음식점,070-4502-2116,서울 도봉구 창동 557-99,서울 도봉구 덕릉로 230-1,127.0380548,37.63832079,http://place.map.kakao.com/14752470,87,키다리아찌,4,4,#제로페이,,,,,,
4764,15772231,참존숯불바베큐치킨,음식점 > 술집,FD6,음식점,02-3491-9977,서울 도봉구 방학동 635-2,서울 도봉구 도당로13길 40,127.0346825,37.66637844,http://place.map.kakao.com/15772231,200,참존숯불바베큐치킨,5,1,#제로페이,,,,,,
4981,16063484,카우걸,음식점 > 술집,FD6,음식점,,서울 도봉구 방학동 701-35,서울 도봉구 도당로 130,127.0408261,37.66718015,http://place.map.kakao.com/16063484,145,카우걸,0,0,#제로페이,,,,,,
124,16618657,카프리광장,음식점 > 술집,FD6,음식점,02-3493-6595,서울 도봉구 방학동 716-1,서울 도봉구 도봉로150길 31,127.0449151,37.66651914,http://place.map.kakao.com/16618657,437,카프리광장,0,0,#제로페이,,,,,,
125,16618657,카프리광장,음식점 > 술집,FD6,음식점,02-3493-6595,서울 도봉구 방학동 716-1,서울 도봉구 도봉로150길 31,127.0449151,37.66651914,http://place.map.kakao.com/16618657,437,카프리광장,4,1,#제로페이,,,,,,
43,16906534,베를린호프,음식점 > 술집,FD6,음식점,02-990-0038,서울 도봉구 창동 13,서울 도봉구 마들로11길 65,127.0496667,37.65341696,http://place.map.kakao.com/16906534,205,베를린호프,5,1,#제로페이,,,,,,
5305,27502182,통큰노가리,음식점 > 술집,FD6,음식점,,서울 도봉구 도봉동 624-54,서울 도봉구 도봉로156길 23,127.0456715,37.67273201,http://place.map.kakao.com/27502182,176,통큰노가리,0,0,#제로페이,,,,,,
3327,69209061,모모632,음식점 > 술집,FD6,음식점,,서울 도봉구 창동 632-61,서울 도봉구 덕릉로53길 82,127.0345165,37.64068246,http://place.map.kakao.com/69209061,134,모모632,2.8,4,"#분위기좋은, #애견동반, #애견동반술집, #치맥, #피맥, #혼술, #제로페이",,,,,,
5106,200103938,낭만포차,음식점 > 술집,FD6,음식점,,서울 도봉구 도봉동 609-3,서울 도봉구 도당로27길 75,127.0407906,37.67075795,http://place.map.kakao.com/200103938,168,낭만포차,0,0,#제로페이,,,,,,
4619,401614156,보리호프,음식점 > 술집,FD6,음식점,,서울 도봉구 방학동 673-44,서울 도봉구 방학로5길 9,127.0377226,37.66235553,http://place.map.kakao.com/401614156,176,보리호프,0,0,#제로페이,,,,,,
5212,761481411,비어스,음식점 > 술집,FD6,음식점,,서울 도봉구 방학동 718-7,서울 도봉구 마들로 657,127.0453378,37.66832995,http://place.map.kakao.com/761481411,96,비어스,5,1,#제로페이,,,,,,
4713,1665234071,꼬치정,음식점 > 술집,FD6,음식점,070-4300-8247,서울 도봉구 방학동 664,서울 도봉구 도당로11길 5,127.0345874,37.6641098,http://place.map.kakao.com/1665234071,59,꼬치정,4.6,7,"#혼술, #제로페이",,,,,,
5142,1830212346,슬링,음식점 > 술집,FD6,음식점,010-4775-4753,서울 도봉구 방학동 652-1,서울 도봉구 도당로29길 58,127.0422987,37.66977445,http://place.map.kakao.com/1830212346,180,슬링,5,7,"#도봉구바, #방학동바, #와인바, #위스키, #칵테일바, #혼술, #제로페이",,,,,,
4748,16056292,원포이모네포장마차,음식점 > 술집 > 실내포장마차,FD6,음식점,02-3491-2243,서울 도봉구 방학동 630-21,서울 도봉구 도당로13다길 4,127.0340433,37.66642547,http://place.map.kakao.com/16056292,167,원포이모네포장마차,2,3,"#노포, #제로페이",,,,,,
3100,19037033,노란주전자,음식점 > 술집 > 실내포장마차,FD6,음식점,02-993-6691,서울 도봉구 창동 601-15,서울 도봉구 덕릉로59나길 4,127.0389805,37.64055133,http://place.map.kakao.com/19037033,539,노란주전자,5,5,"#술한잔하기좋은, #제로페이",,,,,,
3497,21238337,처음처럼,음식점 > 술집 > 실내포장마차,FD6,음식점,02-900-2518,서울 도봉구 창동 651-13,서울 도봉구 도봉로112길 30,127.0363368,37.64681491,http://place.map.kakao.com/21238337,269,처음처럼,0,0,#제로페이,,,,,,
5262,22051760,또와포차,음식점 > 술집 > 실내포장마차,FD6,음식점,,서울 도봉구 도봉동 617-25,서울 도봉구 시루봉로 307,127.0432359,37.67138506,http://place.map.kakao.com/22051760,76,또와포차,0,0,#제로페이,,,,,,
3393,24751426,행복포차 쌍문점,음식점 > 술집 > 실내포장마차,FD6,음식점,,서울 도봉구 창동 647-1,서울 도봉구 도봉로106길 22,127.0337342,37.64463621,http://place.map.kakao.com/24751426,266,행복포차 쌍문점,5,2,#제로페이,,,,,,
3194,27309864,너추골호프,음식점 > 술집 > 실내포장마차,FD6,음식점,,서울 도봉구 창동 552-45,서울 도봉구 덕릉로 218,127.0371435,37.63742731,http://place.map.kakao.com/27309864,111,너추골호프,5,1,#제로페이,,,,,,
3277,27505798,골목포차,음식점 > 술집 > 실내포장마차,FD6,음식점,,서울 도봉구 창동 553-16,서울 도봉구 덕릉로53길 23,127.0360994,37.6384935,http://place.map.kakao.com/27505798,90,골목포차,0,0,#제로페이,,,,,,
3806,585856193,광장포차,음식점 > 술집 > 실내포장마차,FD6,음식점,,서울 도봉구 창동 657-14,서울 도봉구 도봉로110나길 36,127.0353129,37.64765945,http://place.map.kakao.com/585856193,155,광장포차,3.7,6,#제로페이,,,,,,
